k Nrep i_ave squared_error_HSgb_G
11 100 28 0.03199547300
11 100 29 0.02022668612
11 100 30 0.02302854615
11 100 31 0.00750381363
11 100 32 0.00784642535
11 100 33 0.01372811923
11 100 34 0.01967798896
11 100 35 0.00702289508
11 100 36 0.01821371983
11 100 37 0.02425497937
11 100 38 0.01448145626
11 100 39 0.00437753115
11 100 40 0.02744870194
11 100 41 0.00594473247
11 100 42 0.00435232556
11 100 43 0.00459176794
11 100 44 0.00685196951
11 100 45 0.01144338753
11 100 46 0.01077149777
11 100 47 0.02286672646
11 100 48 0.01371448113
11 100 49 0.01468698250
11 100 50 0.03502172211
11 100 51 0.04842188927
11 100 52 0.01112065567
11 100 53 0.00898442105
11 100 54 0.03926479588
11 100 55 0.04529120900
11 100 56 0.01005887577
11 100 57 0.05322638674
11 100 58 0.03662031581
11 100 59 0.01719639693
11 100 60 0.01075688818
11 100 61 0.01259683429
11 100 62 0.01008396224
11 100 63 0.02803741981
11 100 64 0.00477934864
11 100 65 0.01487563887
11 100 66 0.00859229465
11 100 67 0.03280315644
11 100 68 0.02355990598
11 100 69 0.02912635433
11 100 70 0.03088692965
11 100 71 0.00868758926
11 100 72 0.02398167220
11 100 73 0.02812660112
11 100 74 0.01865854800
11 100 75 0.01943231958
11 100 76 0.01857328651
11 100 77 0.00916485123
11 100 78 0.01231794385
11 100 79 0.01918143864
11 100 80 0.01311978660
11 100 81 0.01209187949
11 100 82 0.03186272116
11 100 83 0.03675402233
11 100 84 0.02548086911
11 100 85 0.01334859896
11 100 86 0.02997912654
11 100 87 0.00871534974
11 100 88 0.00513258492
11 100 89 0.00352806338
11 100 90 0.01612520109
11 100 91 0.05591438269
11 100 92 0.04791259472
11 100 93 0.02782089119
11 100 94 0.03128769586
11 100 95 0.02193002817
11 100 96 0.00483064509
11 100 97 0.04593907906
11 100 98 0.01096643053
11 100 99 0.02443565006
11 100 100 0.01040690389
11 1000 1 0.00320353119
11 1000 2 0.00257051716
11 1000 3 0.00043123769
11 1000 4 0.00468613416
11 1000 5 0.00419546144
11 1000 6 0.00351335880
11 1000 7 0.00432483836
11 1000 8 0.00050225882
11 1000 9 0.00046950984
11 1000 10 0.00179635974
11 1000 11 0.00108358080
11 1000 12 0.00319348337
11 1000 13 0.00282380350
11 1000 14 0.00428807235
11 1000 15 0.00154816709
11 1000 16 0.00542857692
11 1000 17 0.00322151330
11 1000 18 0.00259799217
11 1000 19 0.00200680025
11 1000 20 0.00295243187
11 1000 21 0.00559801983
11 1000 22 0.00200499529
11 1000 23 0.00271318675
11 1000 24 0.00145128380
11 1000 25 0.00595341150
11 1000 26 0.00179245158
11 1000 27 0.00191597909
11 1000 28 0.00418623174
11 1000 29 0.00177039301
11 1000 30 0.00779900261
11 1000 31 0.00124875258
11 1000 32 0.00130476299
11 1000 33 0.00022818995
11 1000 34 0.00409541348
11 1000 35 0.00201710979
11 1000 36 0.00054897562
11 1000 37 0.00409167310
11 1000 38 0.00389033614
11 1000 39 0.00142703400
11 1000 40 0.00080753000
11 1000 41 0.00122131543
11 1000 42 0.00236731524
11 1000 43 0.00120450784
11 1000 44 0.00142982082
11 1000 45 0.00338713697
11 1000 46 0.00127672105
11 1000 47 0.00123135328
11 1000 48 0.00109000986
11 1000 49 0.00237320618
11 1000 50 0.01523196149
11 1000 51 0.00340276302
11 1000 52 0.00706295118
11 1000 53 0.00376582896
11 1000 54 0.00163370537
11 1000 55 0.00568040067
11 1000 56 0.00158076862
11 1000 57 0.00424857196
11 1000 58 0.00162638874
11 1000 59 0.00298959935
11 1000 60 0.00088334802
11 1000 61 0.00341338474
11 1000 62 0.00272606713
11 1000 63 0.00528989356
11 1000 64 0.00142332127
11 1000 65 0.00156254052
11 1000 66 0.00116677564
11 1000 67 0.00198803101
11 1000 68 0.00319764275
11 1000 69 0.00741456555
11 1000 70 0.00154295191
11 1000 71 0.00309067418
11 1000 72 0.00158515678
11 1000 73 0.00146582027
11 1000 74 0.00164661146
11 1000 75 0.00148912391
11 1000 76 0.00179924047
11 1000 77 0.00460210437
11 1000 78 0.00135710142
11 1000 79 0.00095319304
11 1000 80 0.00243631148
11 1000 81 0.00043538649
11 1000 82 0.00313879726
11 1000 83 0.00247894310
11 1000 84 0.00700455038
11 1000 85 0.00189197649
11 1000 86 0.00242584234
11 1000 87 0.00389399207
11 1000 88 0.00103392610
11 1000 89 0.00593593096
11 1000 90 0.00248706291
11 1000 91 0.00269925331
11 1000 92 0.00296655393
11 1000 93 0.00130105771
11 1000 94 0.00133392626
11 1000 95 0.00168593411
11 1000 96 0.00056235493
11 1000 97 0.00089118666
11 1000 98 0.00308338020
11 1000 99 0.00242774490
11 1000 100 0.00664333798
11 10000 1 0.00101405363
11 10000 2 0.00034268301
11 10000 3 0.00043741904
11 10000 4 0.00052288185
11 10000 5 0.00026363240
11 10000 6 0.00132944659
11 10000 7 0.00069073991
11 10000 8 0.00063746904
11 10000 9 0.00024636329
11 10000 10 0.00092429643
11 10000 11 0.00024606337
11 10000 12 0.00028760008
11 10000 13 0.00011176391
11 10000 14 0.00056287920
11 10000 15 0.00051518500
11 10000 16 0.00046582213
11 10000 17 0.00028851508
11 10000 18 0.00039034652
11 10000 19 0.00063891330
11 10000 20 0.00057648759
11 10000 21 0.00052251618
11 10000 22 0.00032913390
11 10000 23 0.00020676850
11 10000 24 0.00068139528
11 10000 25 0.00024785505
11 10000 26 0.00044752310
11 10000 27 0.00068077016
11 10000 28 0.00031303929
11 10000 29 0.00061781948
11 10000 30 0.00058089837
11 10000 31 0.00048257231
11 10000 32 0.00027768185
11 10000 33 0.00030184776
11 10000 34 0.00073654903
11 10000 35 0.00110914632
11 10000 36 0.00101341706
11 10000 37 0.00041589440
11 10000 38 0.00042034351
11 10000 39 0.00072345961
11 10000 40 0.00059426379
11 10000 41 0.00047241602
11 10000 42 0.00101659072
11 10000 43 0.00040674755
11 10000 44 0.00044628545
11 10000 45 0.00037407996
11 10000 46 0.00139923722
11 10000 47 0.00018306623
11 10000 48 0.00034182863
11 10000 49 0.00049794031
11 10000 50 0.00099965816
11 10000 51 0.00064353271
11 10000 52 0.00140009107
11 10000 53 0.00021413261
11 10000 54 0.00060625954
11 10000 55 0.00033860562
11 10000 56 0.00045854890
11 10000 57 0.00051800815
11 10000 58 0.00041129540
11 10000 59 0.00015263144
11 10000 60 0.00106058824
11 10000 61 0.00058791396
11 10000 62 0.00048262719
11 10000 63 0.00020690848
11 10000 64 0.00015648487
11 10000 65 0.00058093510
11 10000 66 0.00078243692
11 10000 67 0.00059974788
11 10000 68 0.00087886013
11 10000 69 0.00131101260
11 10000 70 0.00037608490
11 10000 71 0.00048659991
11 10000 72 0.00265426967
11 10000 73 0.00049855468
11 10000 74 0.00044601247
11 10000 75 0.00088324903
11 10000 76 0.00021592702
11 10000 77 0.00034443103
11 10000 78 0.00025178972
11 10000 79 0.00019222248
11 10000 80 0.00044092226
11 10000 81 0.00045196530
11 10000 82 0.00067311604
11 10000 83 0.00028350326
11 10000 84 0.00048542183
11 10000 85 0.00032472438
11 10000 86 0.00015622524
11 10000 87 0.00032337832
11 10000 88 0.00067081297
11 10000 89 0.00029468030
11 10000 90 0.00023640563
11 10000 91 0.00025848897
11 10000 92 0.00023905584
11 10000 93 0.00055419354
11 10000 94 0.00114291571
11 10000 95 0.00049802109
11 10000 96 0.00064343065
11 10000 97 0.00020834048
11 10000 98 0.00077133646
11 10000 99 0.00029435621
11 10000 100 0.00054018978
11 100000 1 0.00019845487
11 100000 2 0.00025203479
11 100000 3 0.00017189903
11 100000 4 0.00027713847
11 100000 5 0.00015571788
11 100000 6 0.00020060848
11 100000 7 0.00025696922
11 100000 8 0.00027096726
11 100000 9 0.00030114614
11 100000 10 0.00038955071
11 100000 11 0.00027489556
11 100000 12 0.00019755913
11 100000 13 0.00033014358
11 100000 14 0.00036963042
11 100000 15 0.00019163793
11 100000 16 0.00024347653
11 100000 17 0.00027062460
11 100000 18 0.00024483797
11 100000 19 0.00027421869
11 100000 20 0.00018973214
11 100000 21 0.00020776377
11 100000 22 0.00032727023
11 100000 23 0.00023916334
11 100000 24 0.00029471221
11 100000 25 0.00016113320
11 100000 26 0.00026965577
11 100000 27 0.00032707146
11 100000 28 0.00028682524
11 100000 29 0.00016825896
11 100000 30 0.00023230902
11 100000 31 0.00027459651
11 100000 32 0.00026463582
11 100000 33 0.00043860272
11 100000 34 0.00017076565
11 100000 35 0.00038316364
11 100000 36 0.00028604811
11 100000 37 0.00029085357
11 100000 38 0.00022495820
11 100000 39 0.00022974904
11 100000 40 0.00015640400
11 100000 41 0.00036578399
11 100000 42 0.00040522280
11 100000 43 0.00027738511
11 100000 44 0.00025020783
11 100000 45 0.00012543344
11 100000 46 0.00039593845
11 100000 47 0.00032211841
11 100000 48 0.00026071049
11 100000 49 0.00017291442
11 100000 50 0.00021393899
11 100000 51 0.00022758547
11 100000 52 0.00021880555
11 100000 53 0.00028787771
11 100000 54 0.00053501338
11 100000 55 0.00020862354
11 100000 56 0.00025672161
11 100000 57 0.00021256961
11 100000 58 0.00020319127
11 100000 59 0.00030128250
11 100000 60 0.00034860018
11 100000 61 0.00027198066
11 100000 62 0.00019819738
11 100000 63 0.00021778943
11 100000 64 0.00027472450
11 100000 65 0.00020179636
11 100000 66 0.00022289958
11 100000 67 0.00040741592
11 100000 68 0.00037801209
11 100000 69 0.00026261805
11 100000 70 0.00022921738
11 100000 71 0.00024042988
11 100000 72 0.00025513908
11 100000 73 0.00023753889
11 100000 74 0.00027613844
11 100000 75 0.00050984730
11 100000 76 0.00031706836
11 100000 77 0.00028197110
11 100000 78 0.00025854951
11 100000 79 0.00022640864
11 100000 80 0.00019360381
11 100000 81 0.00017067693
11 100000 82 0.00021933234
11 100000 83 0.00022244111
11 100000 84 0.00025267648
11 100000 85 0.00037310382
11 100000 86 0.00040202855
11 100000 87 0.00020915911
11 100000 88 0.00026568937
11 100000 89 0.00023831371
11 100000 90 0.00023814371
11 100000 91 0.00036266622
11 100000 92 0.00015723261
11 100000 93 0.00018120029
11 100000 94 0.00040865703
11 100000 95 0.00018160155
11 100000 96 0.00012579989
11 100000 97 0.00023991959
11 100000 98 0.00023331202
11 100000 99 0.00025817359
11 100000 100 0.00025574763
13 100 1 0.01945228408
13 100 2 0.02868229356
13 100 3 0.00768465695
13 100 4 0.02085707070
13 100 5 0.02585166156
13 100 6 0.00434038809
13 100 7 0.01531362273
13 100 8 0.00708124949
13 100 9 0.00673867286
13 100 10 0.01665153214
13 100 11 0.00450728295
13 100 12 0.00476967606
13 100 13 0.00445958076
13 100 14 0.00360183465
13 100 15 0.00738312049
13 100 16 0.01768816450
13 100 17 0.02145922961
13 100 18 0.00492022924
13 100 19 0.02002579812
13 100 20 0.00498329145
13 100 21 0.00808168226
13 100 22 0.00942360975
13 100 23 0.02866432120
13 100 24 0.00242536713
13 100 25 0.00675985363
13 100 26 0.01212649327
13 100 27 0.00067211868
13 100 28 0.02094737363
13 100 29 0.00487716387
13 100 30 0.02096151988
13 100 31 0.00473293246
13 100 32 0.01568967527
13 100 33 0.02114236053
13 100 34 0.00279876333
13 100 35 0.01438892128
13 100 36 0.03268578851
13 100 37 0.01108641548
13 100 38 0.00839205910
13 100 39 0.00428228476
13 100 40 0.00723120103
13 100 41 0.02575598229
13 100 42 0.00850042656
13 100 43 0.00615758833
13 100 44 0.01735280913
13 100 45 0.00659739342
13 100 46 0.00283354951
13 100 47 0.00489761681
13 100 48 0.02321803674
13 100 49 0.00120726232
13 100 50 0.01537420186
13 100 51 0.02162749627
13 100 52 0.00998977927
13 100 53 0.00718174946
13 100 54 0.02790991407
13 100 55 0.01388612862
13 100 56 0.00583699104
13 100 57 0.01265137797
13 100 58 0.01896135279
13 100 59 0.00473869292
13 100 60 0.00612718953
13 100 61 0.00391236054
13 100 62 0.02266476139
13 100 63 0.00903042333
13 100 64 0.00795032014
13 100 65 0.01884509881
13 100 66 0.01101712225
13 100 67 0.01501396404
13 100 68 0.00062425085
13 100 69 0.00695356277
13 100 70 0.00628474331
13 100 71 0.01370105979
13 100 72 0.00710950175
13 100 73 0.00758204701
13 100 74 0.02078907808
13 100 75 0.00717528876
13 100 76 0.00956113315
13 100 77 0.01096755967
13 100 78 0.00506920516
13 100 79 0.00884646354
13 100 80 0.00571484213
13 100 81 0.01324058713
13 100 82 0.01312202671
13 100 83 0.02059271665
13 100 84 0.00387846831
13 100 85 0.00858952577
13 100 86 0.00127753077
13 100 87 0.04530591050
13 100 88 0.00336357472
13 100 89 0.01890877832
13 100 90 0.00137523772
13 100 91 0.00336402106
13 100 92 0.02123502236
13 100 93 0.00926589475
13 100 94 0.00897523935
13 100 95 0.00537803143
13 100 96 0.00496031982
13 100 97 0.00585329267
13 100 98 0.00924969696
13 100 99 0.01536439526
13 100 100 0.01057186426
13 1000 1 0.00086349134
13 1000 2 0.00136109139
13 1000 3 0.00038915593
13 1000 4 0.00436035807
13 1000 5 0.00335247887
13 1000 6 0.00080439602
13 1000 7 0.00085306742
13 1000 8 0.00274718180
13 1000 9 0.00095716043
13 1000 10 0.00188469407
13 1000 11 0.00047045143
13 1000 12 0.00084371195
13 1000 13 0.00174259700
13 1000 14 0.00241893684
13 1000 15 0.00169258212
13 1000 16 0.00164851430
13 1000 17 0.00358272510
13 1000 18 0.00156243567
13 1000 19 0.00309007332
13 1000 20 0.00145991605
13 1000 21 0.00144584857
13 1000 22 0.00074826814
13 1000 23 0.00117834340
13 1000 24 0.00169502971
13 1000 25 0.00190136998
13 1000 26 0.00400095520
13 1000 27 0.00200668697
13 1000 28 0.00146310933
13 1000 29 0.00090624517
13 1000 30 0.00105740533
13 1000 31 0.00529098925
13 1000 32 0.00463940302
13 1000 33 0.00126227051
13 1000 34 0.00102761626
13 1000 35 0.00356561903
13 1000 36 0.00288510672
13 1000 37 0.00953459043
13 1000 38 0.00057154649
13 1000 39 0.00227226495
13 1000 40 0.00413412996
13 1000 41 0.00186558533
13 1000 42 0.00122949841
13 1000 43 0.00048636092
13 1000 44 0.00765924873
13 1000 45 0.00296369547
13 1000 46 0.00147174775
13 1000 47 0.00372650255
13 1000 48 0.00101872976
13 1000 49 0.00023580693
13 1000 50 0.00136075410
13 1000 51 0.00056922265
13 1000 52 0.00257222734
13 1000 53 0.00167202155
13 1000 54 0.00106889333
13 1000 55 0.00362138422
13 1000 56 0.00149703383
13 1000 57 0.00143135081
13 1000 58 0.00099583599
13 1000 59 0.00040241495
13 1000 60 0.00158948723
13 1000 61 0.00294843705
13 1000 62 0.00420639109
13 1000 63 0.00068227185
13 1000 64 0.00323740891
13 1000 65 0.00194940931
13 1000 66 0.00162377524
13 1000 67 0.00758503047
13 1000 68 0.00031835732
13 1000 69 0.00094040571
13 1000 70 0.00180248947
13 1000 71 0.00215488351
13 1000 72 0.00313029539
13 1000 73 0.00136106476
13 1000 74 0.00080652120
13 1000 75 0.00058219745
13 1000 76 0.00088298942
13 1000 77 0.00145591087
13 1000 78 0.00188100095
13 1000 79 0.00158373181
13 1000 80 0.00101223967
13 1000 81 0.00033564052
13 1000 82 0.00222742832
13 1000 83 0.00297694536
13 1000 84 0.00114167024
13 1000 85 0.00182377251
13 1000 86 0.00132289193
13 1000 87 0.00262045469
13 1000 88 0.00114538731
13 1000 89 0.00039541235
13 1000 90 0.00193210920
13 1000 91 0.00178824493
13 1000 92 0.00174242591
13 1000 93 0.00074757800
13 1000 94 0.00634224379
13 1000 95 0.00118210655
13 1000 96 0.00112554390
13 1000 97 0.00522977330
13 1000 98 0.00082509791
13 1000 99 0.00047598458
13 1000 100 0.00148439355
13 10000 1 0.00040024283
13 10000 2 0.00046069121
13 10000 3 0.00018653626
13 10000 4 0.00033452061
13 10000 5 0.00034133294
13 10000 6 0.00068447890
13 10000 7 0.00052543080
13 10000 8 0.00019053540
13 10000 9 0.00032202143
13 10000 10 0.00026552956
13 10000 11 0.00014473262
13 10000 12 0.00035012353
13 10000 13 0.00028425490
13 10000 14 0.00034368358
13 10000 15 0.00044043503
13 10000 16 0.00033885290
13 10000 17 0.00025754465
13 10000 18 0.00012002587
13 10000 19 0.00020388697
13 10000 20 0.00035885659
13 10000 21 0.00016113550
13 10000 22 0.00023318504
13 10000 23 0.00024192511
13 10000 24 0.00020744755
13 10000 25 0.00033268465
13 10000 26 0.00021292526
13 10000 27 0.00036865443
13 10000 28 0.00027710274
13 10000 29 0.00030061484
13 10000 30 0.00024221329
13 10000 31 0.00026499417
13 10000 32 0.00060583366
13 10000 33 0.00019975790
13 10000 34 0.00017133430
13 10000 35 0.00073897420
13 10000 36 0.00040841156
13 10000 37 0.00024800202
13 10000 38 0.00045204246
13 10000 39 0.00027368488
13 10000 40 0.00059737166
13 10000 41 0.00025413902
13 10000 42 0.00027586156
13 10000 43 0.00040989929
13 10000 44 0.00057148696
13 10000 45 0.00051238172
13 10000 46 0.00041232256
13 10000 47 0.00034576039
13 10000 48 0.00041178412
13 10000 49 0.00032892590
13 10000 50 0.00017452411
13 10000 51 0.00083702046
13 10000 52 0.00039258658
13 10000 53 0.00025483804
13 10000 54 0.00019241933
13 10000 55 0.00016880999
13 10000 56 0.00021405125
13 10000 57 0.00017599756
13 10000 58 0.00051388835
13 10000 59 0.00036065979
13 10000 60 0.00033078119
13 10000 61 0.00019524456
13 10000 62 0.00020554851
13 10000 63 0.00025131444
13 10000 64 0.00054782586
13 10000 65 0.00025285814
13 10000 66 0.00022693220
13 10000 67 0.00025501712
13 10000 68 0.00019479881
13 10000 69 0.00050134519
13 10000 70 0.00058862528
13 10000 71 0.00045028925
13 10000 72 0.00022968388
13 10000 73 0.00029479670
13 10000 74 0.00028407538
13 10000 75 0.00019756840
13 10000 76 0.00037820612
13 10000 77 0.00050075958
13 10000 78 0.00031820454
13 10000 79 0.00017225481
13 10000 80 0.00026122205
13 10000 81 0.00015167428
13 10000 82 0.00041446678
13 10000 83 0.00032786907
13 10000 84 0.00024982448
13 10000 85 0.00024528700
13 10000 86 0.00019551954
13 10000 87 0.00022303742
13 10000 88 0.00027050648
13 10000 89 0.00015160033
13 10000 90 0.00014786046
13 10000 91 0.00034949409
13 10000 92 0.00040638325
13 10000 93 0.00039865391
13 10000 94 0.00034997850
13 10000 95 0.00046214342
13 10000 96 0.00023057867
13 10000 97 0.00065732887
13 10000 98 0.00043192881
13 10000 99 0.00029962269
13 10000 100 0.00020285209
13 100000 1 0.00015037946
13 100000 2 0.00016908559
13 100000 3 0.00012422505
13 100000 4 0.00013667865
13 100000 5 0.00013418274
13 100000 6 0.00018254011
13 100000 7 0.00013887079
13 100000 8 0.00012564649
13 100000 9 0.00018429774
13 100000 10 0.00021731060
13 100000 11 0.00015902168
13 100000 12 0.00013541450
13 100000 13 0.00011397783
13 100000 14 0.00014806200
13 100000 15 0.00013013479
13 100000 16 0.00013010774
13 100000 17 0.00020858109
13 100000 18 0.00012673707
13 100000 19 0.00012561349
13 100000 20 0.00013848331
13 100000 21 0.00011879837
13 100000 22 0.00015115415
13 100000 23 0.00015277905
13 100000 24 0.00015169325
13 100000 25 0.00015784202
13 100000 26 0.00015423881
13 100000 27 0.00014549925
13 100000 28 0.00015178928
13 100000 29 0.00015245356
13 100000 30 0.00014472858
13 100000 31 0.00013429036
13 100000 32 0.00015493424
13 100000 33 0.00013265341
13 100000 34 0.00016628415
13 100000 35 0.00014563490
13 100000 36 0.00016259117
13 100000 37 0.00014069228
13 100000 38 0.00014526345
13 100000 39 0.00015649557
13 100000 40 0.00014234758
13 100000 41 0.00012575545
13 100000 42 0.00015985606
13 100000 43 0.00012023867
13 100000 44 0.00015242735
13 100000 45 0.00015802275
13 100000 46 0.00017228257
13 100000 47 0.00015220745
13 100000 48 0.00014287224
13 100000 49 0.00015361630
13 100000 50 0.00017839389
13 100000 51 0.00012356099
13 100000 52 0.00018133942
13 100000 53 0.00017619326
13 100000 54 0.00013208371
13 100000 55 0.00011887664
13 100000 56 0.00019556108
13 100000 57 0.00015645560
13 100000 58 0.00021233280
13 100000 59 0.00018360737
13 100000 60 0.00014513167
13 100000 61 0.00015390569
13 100000 62 0.00021176406
13 100000 63 0.00018260298
13 100000 64 0.00016258005
13 100000 65 0.00013275040
13 100000 66 0.00015713615
13 100000 67 0.00015075536
13 100000 68 0.00014094770
13 100000 69 0.00021168817
13 100000 70 0.00014171400
13 100000 71 0.00017232740
13 100000 72 0.00015255588
13 100000 73 0.00019580450
13 100000 74 0.00015927657
13 100000 75 0.00015740229
13 100000 76 0.00012547219
13 100000 77 0.00021489838
13 100000 78 0.00014132628
13 100000 79 0.00011850315
13 100000 80 0.00014321865
13 100000 81 0.00012913956
13 100000 82 0.00023235765
13 100000 83 0.00017144909
13 100000 84 0.00015036818
13 100000 85 0.00013788796
13 100000 86 0.00016882319
13 100000 87 0.00021453080
13 100000 88 0.00017396668
13 100000 89 0.00016063959
13 100000 90 0.00013580923
13 100000 91 0.00014694305
13 100000 92 0.00019038847
13 100000 93 0.00015672218
13 100000 94 0.00017905511
13 100000 95 0.00016732959
13 100000 96 0.00014587235
13 100000 97 0.00019703376
13 100000 98 0.00028397426
13 100000 99 0.00010563300
13 100000 100 0.00011852023
